sentence_index	paper_id	speaker_id	start_sec	end_sec	duration_sec	source	reference	newv9_hyp	tmv4_hyp	norag_hyp	newv9_chrf	tmv4_chrf	norag_chrf	tmv4_minus_newv9_chrf	norag_minus_newv9_chrf	newv9_words	tmv4_words	norag_words	ref_words	term_map_count	term_map	gold_terms	newv9_adopted	newv9_missed	tmv4_adopted	tmv4_missed	newv9_false_copy_from_term_map	newv9_term_tag_chunks_overlapping_sentence
31	2022.acl-long.268	NA	220.417	226.488	6.071	So the dataset focused exclusively on one source of news, consisted only of headlines.	Der Datensatz konzentrierte sich also ausschließlich auf eine Quelle von den Nachrichten und bestand nur aus Schlagzeilen.	Die Datenmenge konzentrierte sich ausschließlich auf eine Quelle von Nachrichten, bestand ausschließlich aus Schlagzeilen	Die Datensatzkonzentrierte sich ausschließlich auf eine Quelle von Nachrichten , bestand ausschließlich aus Überschriften	Die Datensatz konzentrierte sich ausschließlich auf eine Quelle von Nachrichten, bestand ausschließlich aus Schlagzeilen,	87.705	86.885	89.344	-0.820	1.639	14	13	14	17	8	approach->Ansatz; data->Daten; dataset->Datensatz; datasets->Datensätzen; modeling->Modellierung; news->Nachrichten; propose->vorzuschlagen; source->Quelle	dataset->Datensatz; news->Nachrichten; source->Quelle	news->Nachrichten; source->Quelle	dataset->Datensatz	dataset->Datensatz; news->Nachrichten; source->Quelle			2
32	2022.acl-long.268	NA	226.549	231.757	5.208	And also there was an overlap in the borrowings that appear in the training set and the test set.	Außerdem gab es Überschneidungen bei den Entlehnungen, die im Trainingssatz und im Testsatz vorkommen.	und es gab außerdem eine Überschneidung bei den Entlehnungen, die im Trainingssatz und im Testset auftauchten.	und es gab auch eine Überschneidung bei den Entlehnungen, die im Trainingssatz und im Testset auftauchten.	und außerdem gab es eine Überlappung bei den Entlehnungen, die im Trainings- und im Testdatensatz vorkamen.	91.176	88.235	92.157	-2.941	0.980	16	16	16	14	4	news->Nachrichten; pre-training->Vortrainings; pretraining->Vortraining; training->Trainingssatz	training->Trainingssatz	training->Trainingssatz		training->Trainingssatz			1
33	2022.acl-long.268	NA	231.897	238.753	6.856	This prevented the assessment of whether the modeling approach could actually generalize to previously unseen borrowings.	Dadurch konnte nicht beurteilt werden, ob der Modellierungsansatz tatsächlich auf zuvor unbekannte Entlehnungen verallgemeinert werden kann.	Daher war die Bewertung , ob der Modellierungsansatz tatsächlich auf früheren Entlehnungen generalisieren konnte, nicht möglich.	Daher wurde die Bewertung der Modellierungsansatz verhindert, ob er tatsächlich auf bisher unges ehnte Entlehnungen verallgemeinert.	Daher war die Bewertung der Modellierungsansatz, ob er tatsächlich auf bisher unerfahrene Entlehnungen verallgemeinert werden könnte, nicht möglich.	82.857	85.000	89.286	2.143	6.429	15	16	18	16	7	approach->Ansatz; generalize->verallgemeinert; modeling->Modellierung; pre-training->Vortrainings; pretraining->Vortraining; previous->früheren; training->Trainingssatz	generalize->verallgemeinert; Modeling->Modellierung; unseen->unbekannte	Modeling->Modellierung	generalize->verallgemeinert; unseen->unbekannte	generalize->verallgemeinert; Modeling->Modellierung	unseen->unbekannte	previous->früheren	2
34	2022.acl-long.268	NA	239.274	244.697	5.423	So what we aim is to tackle some of these limitations in the task.	Unser Ziel ist es also, einige dieser Einschränkungen in der Aufgabe zu überwinden.	Unser Ziel ist es, einige dieser Einschränkungen in der Aufgabe anzugehen. Zunächst	Unser Ziel ist es, einige dieser Einschränkungen in der Aufgabe anzugehen. Um	Unser Ziel ist es, einige dieser Einschränkungen in der Aufgabe anzugehen. Um	89.157	87.952	87.952	-1.205	-1.205	12	12	12	13	2	task->Aufgabe; tasks->Aufgaben	task->Aufgabe	task->Aufgabe		task->Aufgabe			1
35	2022.acl-long.268	NA	245.618	248.121	2.503	So to begin we, to begin with, we created a new dataset.	Zu Beginn haben wir also einen neuen Datensatz erstellt.	erstellten wir einen neuen Datensatz,der darauf	zu beginnen, erstellten wir einen neuen Datensatz, das	zu beginnen, erstellten wir einen neuen Datensatz, das	73.214	85.714	85.714	12.500	12.500	7	8	8	9	5	data->Daten; dataset->Datensatz; datasets->Datensätzen; task->Aufgabe; tasks->Aufgaben	dataset->Datensatz	dataset->Datensatz		dataset->Datensatz			2
36	2022.acl-long.268	NA	248.122	259.084	10.962	Ah the aim at a new dataset that was annotated with lexical borrowings and the aim was to create a test set that was as difficult as possible.	Das Ziel war ein neuer Datensatz, der mit lexikalischen Entlehnungen annotiert wurde, und einen möglichst schwierigen Testsatz zu erstellen.	abzielte, lexikalische Entlehnungen zu annotieren und ein Testset zu erstellen, das so schwierig wie möglich war, wobei es möglichst	Ziel, bei dem der neue Datensatz, der lexikalische Entlehnungen annotiert war und das Ziel war, einen Testdatensatz zu erstellen,	Ziel, der neue Datensatz war , mit lexikalischen Entlehnungen beschriftet zu werden und das Ziel war, einen Testdatensatz zu erstellen,	85.000	85.000	88.571	0.000	3.571	19	19	19	19	5	annotated->annotiert; data->Daten; dataset->Datensatz; datasets->Datensätzen; lexical->lexikalische	annotated->annotiert; dataset->Datensatz; lexical->lexikalische	lexical->lexikalische	annotated->annotiert; dataset->Datensatz	annotated->annotiert; dataset->Datensatz; lexical->lexikalische			2
37	2022.acl-long.268	NA	259.205	264.737	5.532	So there would be minimal overlap in words and topics between the training set and test set.	Es gäbe also minimale Überschneidungen bei Wörtern und Themen zwischen dem Trainingssatz und dem Testsatz.	wenig Überschneidung zwischen Wörtern und Themen geben sollte. Daraus ergab sich,	der so schwierig wie möglich war, sodass es ein Minimum an Überschneidung in Wörtern und Themen geben würde. Ah zwischen dem Trainingssatz und dem Testdatensatz.	der so schwierig wie möglich war, damit es eine minimale Überlappung an Wörtern und Themen gäbe. Ah zwischen dem Trainings- und dem Testdatensatz.	69.811	96.226	96.226	26.415	26.415	11	25	23	15	3	training->Trainingssatz; word->Wort; words->Wörtern	training->Trainingssatz; words->Wörtern	words->Wörtern	training->Trainingssatz	training->Trainingssatz; words->Wörtern			1
38	2022.acl-long.268	NA	264.758	271.277	6.519	And as a result, well, the test set comes from sources and dates that we're not seeing in the training set.	Das Ergebnis ist, dass der Testsatz aus Quellen und Daten stammt, die wir nicht im Trainingssatz sehen.	dass das Testset aus Quelle und Datum stammt , die im Trainingssatz nicht vorkamen.	Und als Ergebnis, naja, der Testdatensatz stammt aus Quellen und Daten, die im Trainingssatz nicht	Und als Ergebnis, nun, der Testdatensatz besteht aus Quellen und Daten , die im Trainingsdatensatz nicht vorkamen.	74.757	86.408	91.262	11.650	16.505	13	15	16	17	4	pre-training->Vortrainings; pretraining->Vortraining; source->Quelle; training->Trainingssatz	training->Trainingssatz	training->Trainingssatz		training->Trainingssatz			2
39	2022.acl-long.268	NA	271.377	273.868	2.491	Here you can see that there's no overlap in the in the time.	Hier können Sie sehen, dass es keine Überschneidungen in der Zeit gibt.	Hier sehen Sie, dass es keine Überschneidung im Zeitraum gibt.	vorkamen, hier können Sie sehen, dass es keine Überschneidung im Zeitraum gibt.	Hier sehen Sie, dass es keine Überlappung in der Zeit gibt.	81.690	94.366	77.465	12.676	-4.225	10	12	11	12	3	pre-training->Vortrainings; pretraining->Vortraining; training->Trainingssatz							1
40	2022.acl-long.268	NA	273.868	277.936	4.068	It's also, the test set is also very borrowing-dense.	Außerdem enthält der Testsatz auch sehr viele Entlehnungen.	Außerdem ist das Testset sehr entlehnungsreich, um	Es ist auch der Testdatensatz, der sehr entlehnungsreich ist,	Es ist auch der Testdatensatz sehr entlehnungsreich, nur	74.576	79.661	81.356	5.085	6.780	7	9	8	8	0								0
41	2022.acl-long.268	NA	277.957	289.852	11.895	Just to give you some numbers, if the training set contains six borrowings per each thousand tokens, the test set contained twenty borrowings per each thousand tokens.	Um Ihnen ein paar Zahlen zu nennen: Wenn der Trainingssatz sechs Entlehnungen pro 1000 Token enthält, enthält der Testsatz 20 Entlehnungen pro 1000 Token.	Ihnen eine Reihe von Zahlen zu geben, wenn der Trainingssatz sechs Entlehnungen pro tausend Token enthält, dann enthält das Testset zwanzig Entlehnungen pro tausend Token.	nur um Ihnen einige Zahlen zu nennen, wenn der Trainingssatz sechs Entlehnungen pro tausend Token enthielt, enthielt der Testdatensatz zwanzig Entlehnungen pro tausend Token.	um Ihnen einige Zahlen zu nennen, wenn der Trainingsdatensatz sechs Entlehnungen pro tausend Token enthielt, enthielt der Testdatensatz zwanzig Entlehnungen pro tausend Token.	88.961	89.610	88.312	0.649	-0.649	25	24	23	24	6	number->Reihe; pre-training->Vortrainings; pretraining->Vortraining; token->Token; tokens->Token; training->Trainingssatz	tokens->Token; training->Trainingssatz	tokens->Token; training->Trainingssatz		tokens->Token; training->Trainingssatz		number->Reihe	4
42	2022.acl-long.268	NA	290.573	293.697	3.124	The test set contained as many out of vocabulary words as possible.	Der Testsatz enthielt so viele Vokabelwörter wie möglich.	Das Testset enthält so viele Wörter außerhalb des Vokabulars wie möglich,	Der Testdatensatz enthielt so viele Wörter außerhalb des Wortschatzes wie möglich,	Der Testdatensatz enthielt ebenso viele OOV-Wörter wie möglich.	92.982	92.982	92.982	0.000	0.000	11	11	9	8	3	token->Token; tokens->Token; vocabulary->Wortschatz							1
43	2022.acl-long.268	NA	293.838	298.150	4.312	In fact, ninety two percent of the borrowings in the test set are OOV.	Tatsächlich sind 92 Prozent der Entlehnungen im Testsatz OOV.	tatsächlich neunzig zwei Prozent der Entlehnungen im Testset sind	tatsächlich neunundneunzig Prozent der Entlehnungen im Testdatensatz sind	Tatsächlich sind neunzig Prozent der Entlehnungen im Testdatensatz OOV,	86.885	86.885	95.082	0.000	8.197	9	8	9	9	2	oov->OOV; training->Trainingssatz	OOV->OOV		OOV->OOV		OOV->OOV		1
44	2022.acl-long.268	NA	298.190	299.914	1.724	So, they were not seen during training.	Sie waren also während des Trainings nicht bekannt.	OOV, also während des Trainingssatz nicht gesehen.	OOV, also wurden sie während des Trainings nicht gesehen.	also während des Trainings nicht gesehen worden.	80.392	86.275	82.353	5.882	1.961	7	9	7	8	4	oov->OOV; pre-training->Vortrainings; pretraining->Vortraining; training->Trainingssatz						oov->OOV	2
45	2022.acl-long.268	NA	300.475	307.099	6.624	And the corpus consisted basically of a collection of texts that came from different sources of Spanish newspapers.	Der Korpus bestand im Wesentlichen aus einer Sammlung von Texten, die aus verschiedenen Quellen spanischer Zeitungen stammten.	Das Korpus bestand im Wesentlichen aus einer Sammlung von Text, die aus verschiedenen Quellen spanischer Zeitungen stammten.	Der Korpus bestand im Wesentlichen aus einer Sammlung von Texten, die aus verschiedenen Quellen spanischer Zeitungen stammten.	Der Korpus bestand im Wesentlichen aus einer Sammlung von Texten, die aus verschiedenen Quellen spanischer Zeitungen stammten.	96.825	100.000	100.000	3.175	3.175	17	17	17	17	8	corpora->korpora; corpus->Korpus; pre-training->Vortrainings; pretraining->Vortraining; source->Quelle; text->Text; texts->Text; training->Trainingssatz	corpus->Korpus; texts->Text	corpus->Korpus; texts->Text		corpus->Korpus; texts->Text			3
46	2022.acl-long.268	NA	307.361	312.094	4.733	And ah it was annotated by hand ah using two tags.	Er wurde manuell mit zwei Tags annotiert.	Es wurde von Hand annotiert. Mit zwei	Und wurde von Hand annotiert. Ah mit zwei Tags,einem	Und wurde von Hand beschriftet. Mithilfe zweier	75.610	87.805	78.049	12.195	2.439	7	10	7	7	3	annotated->annotiert; tasks->Aufgaben; user->Benutzer	annotated->annotiert	annotated->annotiert		annotated->annotiert			0
47	2022.acl-long.268	NA	312.374	320.271	7.897	One for English lexical borrowings which is the majority of lexical borrowings in Spanish, and then the label other for borrowings from other languages.	Einer für englische lexikalische Entlehnungen, die den Großteil der lexikalischen Entlehnungen im Spanischen ausmachen, und dann das andere Label für Entlehnungen aus anderen Sprachen.	Tags,einem für lexikalische Entlehnungen aus dem Englischen, was die Mehrheit der lexikalischen Entlehnungen im Spanischen ausmacht, und einem Tag „anderes“ f ür Entlehnungen aus anderen Sprachen.	für englische lexikalische Entlehnungen, die die Mehrheit der lexikalischen Entlehnungen im Spanischen ausmachen, und einem Tag „anderes“ für Entlehnungen aus anderen Sprachen.	Tags, eines für englische lexikalische Entlehnungen, das die Mehrheit der lexikalischen Entlehnungen in Spanisch ausmacht, und eines für Entlehnungen aus anderen Sprachen.	93.478	90.217	86.957	-3.261	-6.522	27	22	22	24	6	english->Englischen; labeled->markiert; language->Sprache; languages->Sprachen; lexical->lexikalische; tasks->Aufgaben	languages->Sprachen; lexical->lexikalische	languages->Sprachen; lexical->lexikalische		languages->Sprachen; lexical->lexikalische			3
48	2022.acl-long.268	NA	320.371	332.738	12.367	We use CONLL formats and we used BIO encoding so that we could encode ah single token borrowings such as app or multi token borrowings such as machine learning.	Wir verwenden CONLL-Formate und die BIO-Kodierung, sodass wir einfache Token-Entlehnungen wie „App“ oder mehrteilige Token-Entlehnungen wie „maschinelles Lernen“ kodieren können.	Wir verwendeten CONLL-Formate und BIO-Kodierung. Dadurch konnten wir einzelne Token-Entlehnungen wie „app“ oder mehrere Token umfassende Entlehnungen wie „maschinelles Lernen“ kodieren.Das	Wir verwendeten CONLL-Formate, und wir verwendeten die BIO-Kodierung. Damit konnten wir einzelne Token-Entlehnungen wie „app“ oder mehrere Token-Entlehnungen wie „maschinelles Lernen“ kodieren.Das	Wir verwendeten CoNLL-Formate und BILOU-Codierung. Dadurch konnten wir einzelne Token-Entlehnungen wie APP oder mehrere Token-Entlehnungen wie Maschinenlernen codieren.Das	95.506	95.506	86.517	0.000	-8.989	25	27	23	24	15	bio->BIO; conll->CONLL; decoding->Dekodierung; encode->kodieren; encoding->Kodierung; language->Sprache; languages->Sprachen; learning->Lernen; machine learning->maschinelles Lernen; machine translation->maschinelle Übersetzung; number->Reihe; positional encoding->Positionskodierung; token->Token; tokens->Token; transfer learning->Transferlernen	BIO->BIO; CONLL->CONLL; encode->kodieren; encoding->Kodierung; learning->Lernen; machine learning->maschinelles Lernen; token->Token	BIO->BIO; CONLL->CONLL; encode->kodieren; encoding->Kodierung; learning->Lernen; machine learning->maschinelles Lernen; token->Token		BIO->BIO; CONLL->CONLL; encode->kodieren; encoding->Kodierung; learning->Lernen; machine learning->maschinelles Lernen; token->Token			6
49	2022.acl-long.268	NA	333.039	336.063	3.024	These are the numbers of the corpus.	Das sind die Nummern des Korpus.	sind die Zahlen des Korpus.	sind die Zahlen des Korpus,	sind die Zahlen des Korpus,	75.000	71.875	71.875	-3.125	-3.125	5	5	5	6	7	corpora->korpora; corpus->Korpus; learning->Lernen; machine learning->maschinelles Lernen; machine translation->maschinelle Übersetzung; number->Reihe; transfer learning->Transferlernen	corpus->Korpus	corpus->Korpus		corpus->Korpus			2
50	2022.acl-long.268	NA	336.083	342.392	6.309	As you can see, it amounts to roughly three hundred seventy thousand tokens.	Wie Sie sehen können, handelt es sich um etwa 370 000 Token.	Wie Sie sehen können, beläuft sich das auf etwa dreihundert siebzigtausend Token.	wie Sie sehen können, beträgt er etwa dreihundert siebzigtausend Token, und hier	wie Sie sehen können, beläuft sich auf etwa dreihundert siebzigtausend Token,	88.333	81.667	83.333	-6.667	-5.000	12	12	11	12	5	corpora->korpora; corpus->Korpus; number->Reihe; token->Token; tokens->Token	tokens->Token	tokens->Token		tokens->Token			3
